praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
184,85.8,8.98,213,6.79,20.2,24.1,730,13,33.4,28.4
37.5,17.6,6.61,181,13.9,23.9,39.2,644,13.2,33.7,56.2
50,33.1,19.6,22.9,5.88,5.73,20,698,6.61,17.9,30.8
139,82,20.7,24.8,4.66,36.5,41.4,483,4.49,59.4,3.82
101,57.8,17.9,62.1,11.7,20.7,42.2,470,10.6,37.5,21.7
53.3,40.3,14.3,106,18.3,32.5,62.6,898,31.3,60.4,88.2
58.3,44.5,21.9,17.3,5.67,37.9,89,1946,12.1,31.1,37.5
175,126,14.1,137,5.09,102,160,2788,15.4,30,50
34.6,25.5,32.2,35.9,10.9,2.29,7.37,125,13.9,25.7,29.4
11.8,17,49.1,410,54.2,15.7,36.2,1219,10.1,22.1,19.6
38.9,32.8,129,308,73,2.48,12.6,906,12.6,29.4,16.7
34.3,26.9,54.2,79.1,32.8,9.14,13.5,410,14.1,30.5,20.9
38.9,5.38,22.3,87.4,22.1,20.5,49.6,1046,5.38,5.42,4.87
37.5,15,40.3,44.5,14.5,9.22,14.9,610,1.22,5.52,11.4
33.7,21.5,18.9,217,9.22,14.1,18.6,542,10.4,19.3,40.7
22.1,23.3,30,22.7,6.44,19.6,35.5,939,15.1,26.9,23.9
35.9,25,93.9,474,77.7,97.3,158,1747,1.12,3.43,22.9
37.9,18.1,14.9,153,5.28,10.2,26.7,389,48.3,118,138
21.1,15,24.8,25.7,5.38,9.65,36.2,737,11.2,29.7,24.4
31.1,24.4,19.5,248,29.4,21.7,34.6,505,13.6,22.9,19.3
57.8,42.9,25.7,35.9,2.86,8.28,11.3,259,5.42,55.2,5.57
56.2,29.2,47.4,262,36.5,1.51,13.5,667,8.58,11.9,4.1
7.7,10.9,13.1,89.8,11.4,9.31,20,410,9.31,21.5,25
112,76.4,44.1,487,67.3,15.1,21.1,505,8.82,13.9,7.99
31.1,26.7,33.7,198,32.2,8.66,18.3,1197,5.33,8.98,9.06
71,42.9,17.9,44.1,8.74,8.35,12.7,1094,10.6,44.1,44.5
52.3,32.8,23.5,217,14.6,24.1,35.5,939,37.5,79.1,133
149,96.5,59.9,302,40,4.41,16.4,137,6.38,20.7,16.5
65.5,32.8,13.3,122,16.7,7.1,13.1,655,12.5,22.9,43.3
44.5,37.2,18.4,250,28.1,20.5,21.3,533,3.55,16.8,28.1
126,89,37.2,300,33.7,26.7,41,723,49.6,99.1,154
59.4,36.8,10.2,157,14.6,11.7,24.4,349,12.1,20.2,21.7
32.8,32.5,28.1,235,19.8,8.51,18.4,698,9.47,30.8,25.5
22.1,18.8,18.1,27.9,10.6,14.1,23.7,487,13.5,36.2,33.1
30.2,22.9,21.1,175,21.1,23.1,76.4,1263,7.84,22.3,18.8
69.8,44.5,17.6,92.2,8.43,9.73,20.2,661,40.3,70.4,67.3
40.7,22.1,35.5,200,42.9,7.17,11,533,13.7,28.4,27.6
50.5,32.5,22.9,26.7,5.57,3.4,14.5,235,5.19,13.7,11.8
106,85.8,19.5,86.6,10,49.1,67.9,483,7.1,25.5,36.2
142,90.6,17.3,66.1,18.4,15.3,40.3,730,5.62,23.1,21.9
184,132,21.1,21.1,10.4,5.88,40.7,1252,46.1,115,145
50,31.6,15.5,61,11.7,16.3,34.9,874,40.7,107,106
138,109,65.5,359,60.4,8.2,14.3,533,12.4,28.6,8.82
55.2,32.2,13.6,142,10.2,9.47,25.5,346,7.7,23.5,28.4
42.6,18.1,17,15.5,1.21,13.9,15.3,487,9.73,9.39,12.9
78.4,74.3,25.9,110,42.2,17.2,42.9,626,10.4,18.6,35.2
37.5,25.9,24.1,27.6,3.85,17,47.8,692,38.5,64.9,57.3
21.1,6.55,24.6,28.1,3.68,15.5,41,882,7.7,10.8,14.7
76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
61.5,64.4,16.1,163,2.71,25.5,34,487,7.7,23.9,29.4
66.7,44.9,22.9,68.5,25,28.4,56.2,453,9.31,18.8,24.6
56.7,25.9,21.3,21.3,16.1,22.1,32.5,922,9.06,23.9,27.1
85.8,21.9,18.6,25.3,4.61,13.6,26.7,422,11,21.5,22.1
39.6,28.1,20.9,18.8,15.3,24.1,39.2,604,13.6,31.3,39.2
31.1,23.7,20.7,176,14.7,5.05,20.7,271,13.5,30.8,36.5
29.4,20,16.5,46.1,5.83,14.7,43.3,461,28.6,47.4,3.13
18.4,19.1,44.1,231,62.6,59.4,93.1,3619,24.4,56.7,77
33.1,14.1,24.8,23.3,4.45,7.91,14.5,1155,4.14,12.6,4.29
52.3,33.1,54.7,334,47,87.4,146,2864,16.7,25.5,33.1
39.6,25.3,12.1,88.2,3.08,26.2,48.7,1395,31.1,60.4,74.3
39.6,20.2,93.1,505,58.8,5.52,30.8,1843,7.1,18.4,18.8
35.9,13.5,12,186,21.5,15.8,35.5,991,13.1,16.4,42.9
58.8,40,22.5,63.8,23.1,11.3,15,528,67.9,97.3,3.89
95.6,59.4,49.1,437,50,13.6,24.6,588,49.1,115,164
32.2,25.9,28.6,204,20.5,45.3,74.3,2148,6.38,26.4,27.1
33.1,21.7,13.8,103,10.5,12.9,22.7,509,9.14,22.7,29.7
36.8,83.5,24.6,115,12.1,37.2,47,813,12.6,21.5,29.7
47,26.9,27.4,19.5,8.35,7.37,18.4,649,11.3,30.8,36.8
34.6,30,18.3,109,9.82,112,189,2525,10.3,20.9,22.9
38.5,23.5,5.42,4.83,12.6,37.5,55.2,599,36.8,81.3,110
204,130,23.7,21.5,4,15.5,34.6,737,12.9,15.1,32.5
2.37,2.29,78.4,379,57.8,9.65,29.7,478,15.5,17.8,44.5
26.2,39.2,24.8,44.9,16.3,50,90.6,1407,31.9,62.1,74.3
27.9,17.9,45.7,141,26.2,19.6,34.9,947,15,22.3,29.2
96.5,62.6,106,359,65.5,11.1,24.6,750,6.79,40.7,34.9
191,121,15.8,106,11,12.9,22.5,638,8.98,18.9,21.5
31.3,17.8,24.1,15.4,10.1,22.5,39.2,552,31.1,97.3,207
43.7,25.7,9.91,113,9.06,40,58.8,483,17.8,47,88.2
35.9,25.7,49.6,362,46.1,35.9,55.7,1877,9.39,21.9,27.6
36.5,28.4,16.1,106,4.41,11.7,28.6,604,76.4,163,198
163,94.7,17.5,23.9,6.92,13.8,46.1,400,8.13,11.8,17.3
25.5,22.7,44.9,248,223,44.1,89,3078,35.5,70.4,103
34.9,24.6,29.4,41.4,13.8,20.7,56.7,478,8.9,19.1,13.7
30.2,16.7,18.8,62.1,14.1,12.7,32.2,717,4.83,26.2,36.8
229,165,21.3,25.5,1.09,59.4,129,2436,9.91,20,15.5
43.7,27.4,78.4,385,72.3,45.7,80.6,1611,9.14,16.5,13.8
133,95.6,18.4,57.3,1.88,12.4,35.9,562,18.3,41.4,46.1
23.3,30.2,31.3,202,43.3,58.3,104,1670,19.8,42.6,109
33.4,21.5,23.7,32.2,4.57,11.7,34.6,359,14.1,26.9,34.6
49.1,41.4,17.8,122,18.3,10.1,10.2,965,13,34,27.9
37.5,22.3,24.4,67.3,26.7,9.65,16.5,300,8.9,13.5,9.56
30,15.5,15.3,56.2,12.3,37.9,47.8,604,6.04,24.1,10.2
38.5,32.8,11.7,7.5,11.4,61.5,154,3078,14.1,21.5,5.62
36.8,25.3,41,146,54.7,10.2,25.7,1382,14.1,34.6,27.6
31.9,15.3,19.5,15.8,5.09,16.5,42.2,1700,63.2,98.2,34.9
189,121,21.3,27.9,14.6,29.7,44.9,661,2.13,67.9,5.88
28.4,17.3,20,101,13.7,6.15,8.9,239,10,20.4,20.9
170,103,15.5,32.5,3.02,39.2,59.9,2763,5.42,23.1,27.1
37.9,21.9,52.3,322,39.6,22.7,41,483,8.74,17.8,30
31.9,21.1,25.3,26.9,11.5,2.21,9.56,118,9.65,22.3,21.3
47.8,31.6,24.6,98.2,8.9,42.9,110,1512,9.22,29.4,49.1
27.9,20.9,39.2,103,44.9,33.1,62.6,764,6.73,23.5,25.3
28.6,15.8,17.9,61.5,11.3,12.4,17.5,704,3.13,20.2,20.5
132,130,56.7,237,52.8,23.1,36.2,483,9.22,27.4,35.2
33.4,23.5,111,433,136,7.99,16.7,410,56.7,118,142
85.8,47,25.7,89,8.9,67.9,108,1486,45.7,123,84.3
39.6,27.9,14.2,80.6,10.7,17.9,30,547,31.3,66.7,112
35.2,22.9,13.9,102,20.7,31.1,64.4,1715,8.66,30.5,22.5
76.4,47,24.4,19.1,5.23,11.9,27.6,538,11.7,23.5,20.7
34.3,38.9,22.1,30,7.17,10.6,19.1,538,17,46.1,59.4
50.9,16.8,16.3,331,52.3,15.5,32.8,750,10,18.3,25.9
35.9,22.5,16.5,15,7.1,5.14,10.3,661,20.9,51.4,72.3
32.2,24.1,21.5,13.9,5.78,46.1,85.8,1322,2.37,40.3,26.7
36.5,36.8,32.5,36.8,11.4,25.3,32.2,509,4.96,20,25.3
57.8,37.2,5.38,12.1,4.7,16.7,38.2,991,11.9,31.3,31.1
49.6,35.5,16.8,200,42.6,34,51.4,552,16.1,22.3,34.3
27.9,17.6,16.8,105,22.7,13,32.5,2035,10.6,29.4,28.4
53.8,27.1,30.2,13.5,1.3,93.9,170,2308,13.5,26.4,46.6
30.2,20.7,17.2,44.5,2.04,25,43.7,835,10.6,23.5,8.66
35.5,22.1,23.5,131,7.1,16.4,32.2,1670,12.1,30.5,44.1
40.7,25,14.3,167,26.2,10.5,17.8,914,8.51,30.2,30.8
43.7,22.1,21.1,125,16.1,16.3,16.4,514,18.1,32.5,44.5
127,132,16.7,233,30.8,14.5,39.2,644,3.96,20.5,8.9
89.8,49.6,12.3,163,15.8,9.73,18.1,784,20.9,69.8,68.5
23.1,21.7,25.3,17.3,11.3,14.3,30,835,9.82,25.3,14.2
36.8,17.6,9.47,161,25.3,52.8,92.2,2072,8.13,10.3,16.1
30.5,26.7,36.5,34.9,13.1,50,105,2308,41,89,112
59.9,46.1,25,35.5,8.74,43.7,91.4,1778,41.4,97.3,145
23.7,40,10.2,122,1.76,13,21.7,858,34.6,77.7,98.2
49.1,32.2,17,157,20.5,6.26,12.7,757,11.5,17.5,20.7
35.9,25.7,21.7,28.4,13.1,16.3,28.6,692,56.7,85.1,27.1
28.4,21.7,19.3,168,17.2,26.2,95.6,2969,11.2,38.5,58.8
89,51.9,17.5,21.1,7.5,5.78,10.6,973,15.7,79.9,27.4
27.1,30.8,23.1,16.5,4.33,13.3,39.6,982,12.5,25.7,42.6
172,110,11,221,23.9,63.8,118,3134,9.65,19.8,26.4
68.5,47,30,28.1,11.8,20.2,28.1,562,11.1,35.9,1
22.1,19.8,19.8,157,13,28.1,34.6,538,7.64,25,29.2
47.4,36.5,9.22,12.9,2.13,19.8,38.9,874,9.31,13.8,15.7
57.3,46.6,13.3,75.7,10,10.1,28.1,449,10.8,20,17.5
36.5,16.4,18.6,26.2,5.94,13.6,21.9,1762,15.1,37.5,11
34,12,33.4,255,35.9,17.6,32.8,644,7.64,46.6,15.7
36.8,13.3,14.6,24.8,9.73,70.4,118,1009,5.99,7.91,10.5
42.6,26.2,30,21.1,7.3,9.91,35.9,403,8.28,24.1,22.9
28.1,16.7,35.2,49.1,18.3,23.7,36.8,514,10.3,38.5,60.4
142,76.4,18.6,22.7,2.84,32.5,55.2,890,20.2,41,43.7
36.2,34,36.8,42.9,24.1,36.8,45.7,638,6.79,19.5,26.9
33.1,29.4,22.1,42.2,2.84,23.1,33.1,1055,9.65,47,42.2
215,109,13.9,42.9,4.18,29.4,60.4,3191,8.98,20.5,31.6
115,80.6,22.3,27.4,2.25,20.7,31.6,567,10.4,25.3,29.7
97.3,63.2,21.5,21.1,2.76,27.1,47,784,7.99,46.1,18.9
129,93.9,23.7,16,9.22,7.91,38.2,403,1.91,6.04,1.13
67.3,41.4,40.7,66.1,20.5,82,131,2017,10.8,16.3,27.6
46.6,29.2,17.5,58.3,14.9,19.8,37.9,947,5.83,17.6,25.7
58.3,40.7,16.5,150,12.5,14.9,35.2,914,3.85,13.9,28.4
52.8,43.3,30.8,21.9,2.71,37.9,56.7,1554,18.4,32.8,35.2
37.5,29.4,27.6,45.3,23.5,43.3,60.4,692,7.57,24.8,37.2
165,98.2,23.7,17.3,13.2,13.1,23.9,737,13.2,21.5,23.1
80.6,49.1,17.8,235,29.7,4.83,18.9,322,14.7,24.1,52.3
36.2,18.6,19.1,14.1,16,19.1,30.5,661,13.3,19.1,37.2
22.9,26.2,20,207,17.2,19.6,35.5,791,12.1,16.3,36.8
35.2,34.9,20.7,204,18.6,18.3,29.4,588,13.3,22.3,36.8
34.9,22.1,26.7,43.3,6.67,27.4,26.7,491,5.09,5.73,22.1
178,100,27.4,300,20.5,34.3,67.3,1794,8.66,8.51,16.4
50.5,30.2,19.3,11,6.1,17.3,28.9,632,23.7,63.8,59.9
64.9,51.9,17,135,16.7,15,23.9,764,7.57,17,26.9
54.7,37.2,20,16.1,9.73,35.2,53.8,552,14.5,31.1,5.14
30.5,21.7,21.5,95.6,4.33,16.7,28.1,947,6.55,22.9,20.4
51.4,32.8,32.8,23.9,21.1,13.6,23.7,843,9.56,21.7,21.9
69.2,40.3,20.2,62.6,19.5,2.15,7.37,21.3,14.6,42.2,38.2
36.8,22.7,28.1,23.1,4.78,20.7,32.8,433,42.2,104,95.6
47,37.2,12.6,35.2,3.08,12.1,24.1,673,2.29,23.7,17.5
37.2,29.2,35.5,29.7,19.6,56.7,82,1827,1.35,10.3,24.4
50.5,29.2,15,143,7.91,17.9,32.5,470,6.85,24.4,15.7
15.3,30.5,19.5,154,10.6,30,47.4,594,7.91,36.8,43.3
38.2,21.9,36.5,382,44.5,17,39.2,500,11.1,24.1,32.5
64.4,35.9,18.1,20.5,6.49,26.2,60.4,1640,20.4,42.6,42.2
172,95.6,15.5,40.7,11.1,3.28,12.3,737,8.2,21.5,18.9
35.5,28.1,17.8,20.5,11.2,50.9,89,890,6.15,7.23,14.9
40.3,21.5,51.4,223,31.6,15.8,41.4,610,6.15,20.2,20.9
22.9,19.3,13.9,16.7,7.77,111,172,2054,9.31,20.5,22.5
53.8,49.6,25.5,20.2,6.32,6.15,13,939,24.6,45.3,68.5
147,89,33.7,269,23.3,8.98,22.7,1000,11.1,20,34.9
95.6,64.9,30.8,198,38.2,63.2,127,2308,14.2,25.5,52.3
75.7,63.8,55.7,311,62.1,37.2,63.8,1685,13,26.2,38.2
79.1,52.3,12.9,138,12.1,172,453,4826,7.64,28.9,28.4
42.9,30.8,23.1,18.6,1.86,4.53,17.8,1065,5.78,19.1,12.3
157,93.9,16.5,16.4,1.68,18.4,35.9,649,8.9,26.7,21.1
223,153,10.7,87.4,6.04,38.2,69.2,2288,34.9,80.6,120
33.1,20.9,21.5,84.3,17.2,17.6,27.9,573,9.73,24.1,16.4
57.8,7.57,16.3,158,21.5,42.6,73.7,1009,5,12,17.6
233,286,46.6,302,47.8,12.2,17.5,679,9.82,22.3,73
52.3,45.3,10.4,83.5,6.98,14.2,31.3,931,7.23,26.4,42.2
43.7,27.6,25.9,22.3,3.59,30.8,44.1,594,17.9,54.2,94.7
36.2,19.3,21.3,16.4,1.53,28.9,40,890,6.32,30.5,17.6
54.7,42.2,20.2,16.5,4.91,45.7,78.4,3652,12.9,19.5,29.7
60.4,35.5,14.1,124,18.1,1,2.71,10.6,40.7,71,86.6
59.9,48.7,30.2,209,8.06,22.1,41,509,8.43,21.5,18.1
22.9,26.9,20.2,19.6,5.23,10.3,13.3,255,10.1,22.5,19.6
164,225,18.4,52.8,1.46,50,68.5,453,2.39,18.4,13.9
44.5,33.7,19.3,35.2,12,3.68,21.9,445,10.5,16.8,25.3
36.5,22.5,17.2,16.5,7.3,21.5,48.7,604,21.9,42.9,44.1
23.9,7.57,20.5,121,11.2,35.5,46.6,615,34,75.7,75
49.6,41.4,25.7,11.1,9.06,28.9,57.3,1762,5,27.1,33.1
143,74.3,24.4,51.4,14.7,50,82.8,2414,50.5,100,87.4
35.2,16.3,16.8,20,13.9,9.06,34,407,7.3,29.2,35.2
36.5,22.1,15.8,111,24.6,31.1,56.2,685,7.37,16.1,2.5
34.3,21.1,14.6,132,12.5,9.56,14.9,799,6.15,16.5,25.5
20,17.6,5.99,6.92,11.2,3.65,10.4,552,11,22.3,21.5
73,50,28.9,32.2,18.8,10.2,17.9,319,8.43,17,42.2
161,89,19.5,142,5.99,18.4,24.6,704,4.96,19.5,12.4
31.3,31.3,18.8,17.3,1.86,21.7,49.6,1433,14.1,29.2,30.2
27.1,28.4,16.1,20.5,19.1,14.7,25.9,626,1,46.1,3.08
205,137,19.1,17,8.28,26.9,59.4,956,7.7,16.1,28.6
47.4,38.5,24.6,31.3,1,57.3,93.9,1911,10.8,17.3,18.9
52.8,31.3,44.9,264,30.2,12.1,35.9,1263,13.9,27.9,21.7
164,87.4,22.1,26.4,1.96,12.1,13.9,533,12.5,31.9,25.7
55.7,29.4,33.1,626,41.4,11.2,23.7,784,9.31,15.7,36.2
40,44.1,63.8,346,71.7,12.7,29.2,578,16.7,41.4,53.3
85.8,71,19.1,28.1,10.4,31.9,57.3,1582,9.22,13.7,34.3
47.4,33.1,65.5,141,19.5,33.4,46.1,426,13.8,30.2,20.2
37.5,28.1,13.9,34,3.92,11.3,21.9,1155,9.31,20.7,24.1
26.7,15,9.82,154,7.04,25.7,39.6,325,14.7,29.7,52.8
37.9,29.4,27.4,24.1,1.33,15.4,31.1,547,7.64,9.56,20.7
29.4,22.5,45.7,328,21.5,94.7,170,2167,7.17,20.7,30.8
33.1,26.4,21.5,50.9,6.98,117,135,445,49.6,109,103
38.2,18.1,10,20.4,8.58,12.2,31.9,784,9.65,28.4,22.7
36.8,24.4,15.7,44.5,5.62,23.7,43.7,1018,109,281,355
41,31.9,20,105,16.8,34,67.9,1640,16,36.5,32.2
141,76.4,24.8,35.9,3.4,4.53,10.2,922,9.22,22.5,25.9
42.9,35.9,14.7,124,19.8,30.2,48.7,1104,2.97,13.2,18.4
66.7,30.2,1,14.3,7.17,40.7,64.4,449,1,6.21,3.92
28.1,12.4,24.8,22.5,6.1,14.6,40.7,514,8.35,20.9,24.1
21.3,22.3,53.3,337,67.9,7.37,8.51,334,6.79,15,13.5
28.6,22.5,10.6,19.1,19.8,60.4,147,2548,17.3,41.8,67.9
225,149,9.39,11.3,10.4,24.8,59.9,1640,1,13.1,17.3
143,161,26.9,16.1,11.7,8.43,25.9,799,23.3,47.8,39.6
32.5,27.6,20,56.7,5.47,30.5,45.7,1208,27.6,64.9,131
40.7,21.5,21.7,50.9,11.3,28.4,42.2,578,2,17.9,16
53.3,47.4,29.2,47.4,13,9.39,23.5,1094,1.06,119,6.92
85.8,46.1,58.3,355,62.1,13,27.9,466,32.8,99.1,59.9
51.9,37.5,53.3,198,71,9.22,18.1,533,19.3,29.4,54.7
67.3,72.3,10.5,119,5.19,23.3,41,632,47.4,131,264
30,30.5,2.62,3.28,1,5.09,12.7,710,8.13,15.3,13.3
24.1,18.3,17.9,97.3,7.1,63.2,112,1911,17.6,27.9,35.2
32.2,19.1,14.3,77,12.1,17.5,30.2,562,18.3,50,62.6
36.2,31.6,22.5,41,10.1,12.4,27.9,965,18.8,57.3,64.4
72.3,53.8,24.8,20.7,3.92,16.3,28.9,1298,50.9,84.3,89.8
34.9,25.7,20.4,81.3,2.97,21.5,50.5,1165,6.67,30.5,23.5
151,80.6,43.3,47,15.7,20,49.1,704,8.74,11.3,15
34,15.4,16.8,57.8,7.57,35.2,49.6,1762,9.31,28.6,27.1
104,82,12.3,1.19,21.9,17,23.3,523,14.1,26.4,27.1
88.2,35.9,20,131,11.4,34.6,55.2,1144,15.1,34.3,27.1
107,56.2,19.6,195,15.3,29.4,46.6,638,8.35,21.1,13.9
3.49,4.41,25.9,26.7,2.05,20,40.7,828,7.99,28.1,27.9
50.5,33.4,51.9,385,57.8,16.7,22.9,487,4.18,18.1,32.2
79.1,56.2,4.78,66.1,6.32,39.6,79.1,2503,25,62.1,72.3
51.4,27.4,65.5,418,59.4,24.6,41.8,799,13.9,33.7,31.1
48.3,33.4,25,28.6,6.1,3.92,8.9,158,3.28,12.7,19.3
77,50.5,18.9,150,10.7,29.2,49.1,874,8.58,200,7.23
41,27.6,20,16.1,1.31,13.7,42.9,610,36.8,77,121
50,25.3,16.7,80.6,8.43,22.1,36.8,583,7.57,10.6,23.1
57.3,35.5,62.6,437,49.1,4.53,15.1,806,47.4,59.4,14.3
34,16,12.1,289,22.7,17.8,20.7,505,13.3,29.7,32.5
31.9,23.5,25.3,23.5,3.31,10.7,24.6,851,11.9,22.7,7.37
39.6,28.1,18.1,28.9,20.9,19.1,29.7,557,18.6,65.5,73
88.2,63.8,78.4,337,51.4,28.4,44.5,828,17.9,52.3,55.2
65.5,42.9,23.3,22.5,12.6,13.5,19.1,441,6.1,23.3,34.3
108,71.7,16.8,183,23.9,16.1,30,400,13.6,21.5,44.1
27.9,26.2,14.1,292,25.5,13.9,38.5,730,5.73,23.3,26.7
114,69.8,12.2,211,10.3,63.8,98.2,1655,11.2,24.4,30
48.7,28.9,32.2,31.3,17,32.8,57.8,1298,19.1,49.6,54.7
41,18.1,14.6,22.1,1,24.4,38.9,594,9.56,17.9,7.3
34.9,19.6,20.2,13.1,1,55.2,115,1843,7.04,25.3,36.2
17.5,11.5,29.2,18.8,5.94,27.6,48.7,757,27.6,64.4,65.5
67.9,71.7,18.1,14.2,9.14,39.2,47.8,939,15,34.9,54.2
170,105,18.1,55.2,5.73,49.1,73,828,10.3,20.2,44.5
31.9,25.5,29.7,24.8,2.64,1,10.2,38.9,8.28,12,33.4
31.9,22.7,12.6,215,18.9,18.8,37.9,685,2.46,58.3,6.79
29.2,22.9,20.9,74.3,4.03,12,28.1,414,5.78,16.8,13.8
37.5,22.5,16.8,151,12.2,113,227,2642,8.98,14.9,4.33
81.3,61,13.6,64.9,11.1,17.9,58.8,500,15.5,25.5,28.6
77.7,55.2,18.3,127,11.9,55.2,84.3,1055,46.1,93.9,105
27.6,18.9,21.1,75,18.9,16.1,29.2,1165,29.4,65.5,81.3
75.7,37.9,10.2,8.98,7.7,10.2,28.1,461,22.9,42.9,64.4
47.8,30.8,26.2,37.9,5.99,7.5,7.04,414,35.9,82.8,160
178,108,54.2,274,29.7,41,71,1928,8.06,19.1,28.6
73,43.7,26.2,343,42.2,49.6,80.6,1124,18.4,43.3,66.1
34.3,21.3,4.29,13.5,9.31,9.82,25.7,649,1,64.4,4.33
49.1,11.9,63.8,445,66.1,30.5,50.9,437,9.73,15.4,15.4
50.9,36.8,21.7,274,20.2,12.3,21.5,491,10.9,33.4,45.3
36.5,20.9,20.7,68.5,24.4,77,110,372,9.73,14.9,26.4
73.7,16.8,32.5,24.1,1,34.3,55.2,567,9.56,22.3,20.5
42.6,28.6,18.6,37.9,13.5,9.65,24.6,359,5.23,18.3,13.6
91.4,55.2,18.3,196,10.6,33.7,50.9,655,10.6,27.4,43.3
139,94.7,20.9,73.7,10.2,27.9,48.3,1197,15.7,36.2,46.1
62.1,41,27.4,22.5,1.79,8.43,20.7,528,12,23.9,12.6
63.8,41,22.3,14.9,1.09,30.5,64.9,1843,13.3,34,25.3
89.8,82,12.5,27.4,10.1,17.3,31.1,882,16.5,47,68.5
26.9,23.9,13.8,64.9,10.9,26.4,42.9,461,6.55,25.7,32.8
112,69.2,23.3,45.7,10.8,28.6,59.9,1346,3.08,8.51,7.84
69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000,11.8,16.7,25.9
28.9,18.3,44.1,433,67.3,21.1,29.7,449,11,36.2,42.6
28.1,13,7.99,145,16.3,17,34.3,649,11.8,30.2,52.8
23.3,13.1,82,239,26.2,30.8,50.5,956,16.8,26.9,18.6
181,97.3,22.5,105,12.9,1,6.67,1,8.58,20.9,11.3
136,87.4,14.1,161,21.9,22.5,43.3,2996,10.9,25.3,27.9
48.3,21.5,21.5,21.1,9.14,6.61,22.9,573,35.2,71,147
52.3,28.1,17.2,253,31.9,42.6,73.7,723,4.14,37.5,16
31.3,18.8,54.2,300,42.2,32.5,58.3,1946,1.91,5.38,15.7
44.1,18.4,23.5,22.7,6.61,22.9,36.8,496,16,34,14.5
44.1,42.2,14.5,204,13.8,20.7,42.6,509,13.3,39.2,61.5
31.9,16.5,12.9,146,28.1,60.4,106,1778,49.1,137,205
37.5,25.3,21.3,40.3,10.6,13,54.7,362,31.6,66.1,71.7
115,98.2,20.5,15.4,10.4,23.5,63.8,3652,11.8,22.5,18.4
27.9,27.4,32.2,274,34.6,19.3,29.7,213,2.5,110,8.74
34.3,19.5,22.5,205,17.8,16.4,29.7,528,21.7,41.4,10.4
118,77.7,16.5,112,21.7,7.04,3.72,764,12.4,20.9,36.2
33.4,13.3,34,41,10.8,10.7,28.6,866,10.9,25.9,20
21.5,36.2,35.9,141,29.4,36.2,64.4,3460,11.5,30.5,43.3
74.3,41.8,48.7,253,29.2,21.5,46.6,649,6.85,18.4,45.3
37.2,18.9,22.1,11.1,8.82,16.8,104,2227,18.8,68.5,61.5
28.6,31.6,40.7,433,56.7,3.43,12.4,898,5.73,28.4,13.7
41.8,25.7,20.9,14.1,5.38,12.9,35.2,362,13.1,21.7,21.5
274,196,22.3,43.7,8.35,6.73,23.1,1104,8.98,25.7,17.2
27.6,25.5,19.8,36.8,5.42,12.6,20.5,562,12.4,46.6,52.3
121,79.9,29.7,23.9,14.5,25.7,32.5,673,9.65,15.4,33.1
237,170,70.4,241,41.4,37.5,53.8,322,9.22,15.8,15.8
48.3,23.9,18.8,42.6,6.55,40.3,50.5,453,20.4,33.1,52.8
163,114,24.4,24.4,14.3,49.1,71.7,599,49.6,96.5,105
241,151,19.8,15.8,7.77,14.1,26.7,615,10.1,37.5,42.9
74.3,58.8,12.7,150,8.13,11.4,22.7,552,8.9,21.7,18.4
60.4,40.7,44.9,239,40.3,5.33,17.2,743,8.98,17.2,37.2
32.2,16.7,33.1,311,45.7,37.5,63.2,698,12.5,36.2,56.7
51.9,37.5,18.3,24.4,5.14,18.6,20.5,319,6.26,11.4,35.9
133,80.6,28.4,36.8,6.61,37.9,51.9,343,111,331,355
34.3,17.2,41.8,274,24.6,23.3,35.5,542,12.2,32.5,26.7
39.6,30,29.2,241,35.9,7.99,25.7,457,2.48,20.7,14.5
34.3,17.5,25.3,18.9,13.6,18.8,34,704,8.66,21.9,13.1
31.3,34.3,17.9,17.6,12.9,2.05,8.35,385,50.9,117,151
79.9,49.6,35.2,39.2,9.31,14.6,20.7,533,4.7,14.5,18.1
122,143,27.4,33.4,6.85,21.9,31.3,547,8.82,25,23.1
37.9,20.5,19.8,67.9,15.4,73,124,2393,8.13,11.7,20.4
118,64.4,19.1,138,15.4,28.9,28.9,655,12.5,29.7,24.8
38.9,14.5,15.8,60.4,37.9,26.4,45.7,777,10.8,15.3,16.1
92.2,41.8,26.4,27.4,5.67,9.31,36.8,429,52.8,125,223
33.1,14.6,31.1,12.2,9.06,7.7,13.7,255,16,24.4,37.5
35.5,27.6,14.9,130,18.8,11.8,16.5,500,7.23,19.5,17.3
59.4,30.8,5.94,29.4,9.22,101,161,1778,13.1,22.1,28.1
78.4,51.9,22.9,23.7,10.4,5.38,9.73,583,6.67,14.2,15.4
146,86.6,1,100,19.3,14.1,27.4,487,14.9,33.4,42.2
26.9,14.2,15.3,45.3,10,16.3,28.4,644,27.4,56.2,79.9
31.3,19.6,17.2,85.8,11.7,29.2,59.4,914,9.91,25,14.5
30.8,24.8,21.1,91.4,19.6,15,41.4,519,33.7,84.3,81.3
99.1,97.3,24.1,20.2,8.98,35.5,58.3,2350,7.43,24.4,18.6
30.8,22.5,11,62.6,6.04,34.6,60.4,1472,10.6,27.6,39.6
27.9,15,19.5,23.3,14.2,18.8,41,1241,4.22,8.2,15.4
